Ward_ID,LGA,Ward,Population,Routing_Cells,Weighted_2SFCA_per_10000,Median_2SFCA_per_10000,Min_2SFCA_per_10000,Max_2SFCA_per_10000,Mean_Accessible_PHC_Count,Zero_Access_Population,Zero_Access_Pct,2SFCA_Rank,Low_Access_Rank,2SFCA_Quintile
KANO_W044,Bebeji,Wak,22383.871805906296,17,1.371873027227434,1.2191458699429059,0.3355156117398109,1.8538557763441987,20.259586216442397,0.0,0.0,48,437,Very High
KANO_W045,Bichi,Badume,90503.92381310463,103,1.325544808812597,1.2279151167192366,0.0,3.083908148295824,17.550521870495814,499.6923069953919,0.5521222571822221,60,425,Very High
KANO_W046,Bichi,Bichi,124955.55677390099,94,1.283248871498478,0.925496510194176,0.12271397613995404,1.852640423148711,22.07085348124913,0.0,0.0,76,409,Very High
KANO_W047,Bichi,Danzabuwa,61892.10955309868,95,1.1872019442202597,0.9443122334590017,0.0,1.893350638008201,11.676473768847655,3379.6365637779236,5.460528956245149,93,392,Very High
KANO_W048,Bichi,Fagolo,24970.085165023804,63,1.368004072445242,1.4271440084464437,0.6168855615742852,2.0451398172132493,12.184708967536166,0.0,0.0,49,436,Very High
KANO_W049,Bichi,Kau-Kau,33661.78238654137,61,1.091772913449366,1.0135457281223226,0.5801627630055657,1.6173059699715284,18.676543920137362,0.0,0.0,119,366,High
KANO_W050,Bichi,Kwamarawa,28445.725249290466,53,1.1343600018310152,1.2798921748513468,0.29427259636853303,1.7591547760628508,11.338109915871613,0.0,0.0,104,381,High
KANO_W051,Bichi,Kyalli,47393.93415474892,88,1.1045819303068962,0.746419966624381,0.12271397613995404,1.9823972561891823,14.783234851558047,0.0,0.0,115,370,High
KANO_W052,Bichi,Muntsira,51636.58268404007,76,0.7223949431531392,0.7057784366059799,0.05009128534747304,1.6953861666866294,9.97165585190219,0.0,0.0,330,155,Low
KANO_W053,Bichi,Saye,24767.7471306324,31,1.5985809486228206,1.5783720949039581,1.0871593571204936,2.0243654509288116,15.40302120160417,0.0,0.0,27,458,Very High
KANO_W054,Bichi,Waire,36939.8991420269,84,1.0441206871992395,0.8882668101267942,0.3761080018540829,1.760968395472651,6.606588010100715,0.0,0.0,135,350,High
KANO_W055,Bichi,Yallami,46898.301015377045,85,1.2243000367391008,1.0622445013493542,0.16985961654027545,1.9134054721654423,13.069600201385473,0.0,0.0,88,397,Very High
KANO_W056,Bunkure,Barkum,44461.25253152847,40,0.7875324956579164,0.7754594789853583,0.06077756992281409,1.2820163506440412,10.561874201723572,0.0,0.0,273,212,Moderate
KANO_W057,Bunkure,Bono,24751.14481639862,46,0.7852907885932718,0.7321377257210843,0.05814342698376198,1.4757069334114266,8.75320585273426,0.0,0.0,276,209,Moderate
KANO_W058,Bunkure,Bunkure,45696.68604969978,34,1.023718832453863,0.7257005808611816,0.27321411087544173,1.370614814241324,10.151946068034606,0.0,0.0,149,336,High
KANO_W059,Bunkure,Chirin,29887.835190296173,59,0.720621088060707,0.6975336265069059,0.3155691406139626,1.256096941634347,4.7003654484385455,0.0,0.0,336,149,Low
KANO_W060,Bunkure,Gafan,25388.39962720871,68,0.7004250758785902,0.6156854753858437,0.20467160668558076,1.4757069334114266,8.816135197248313,0.0,0.0,347,138,Low
KANO_W061,Bunkure,Gurjiya,25989.094090223312,31,0.9202973837945216,0.8668322526420311,0.20467160668558076,1.6259919756018801,10.86349542372027,0.0,0.0,189,296,High
KANO_W062,Bunkure,Gwamma,25466.694618225098,41,0.7846260252757821,0.7881609047247905,0.3793048893115293,1.0579656286738375,9.63355449385756,0.0,0.0,277,208,Moderate
KANO_W063,Bunkure,Kulluwa,21825.624680042267,46,0.5127079052059398,0.6277581727843644,0.0,1.0631035049770132,6.375076545458543,5224.223664045334,23.936193078690916,438,47,Very Low
KANO_W064,Bunkure,Kumurya,41578.92378759384,38,0.9756094271227749,0.614453569591403,0.0882196857226214,1.4384172902150807,11.663275145531403,0.0,0.0,169,316,High
KANO_W065,Bunkure,Sanda,35920.06992530823,62,0.9933581612006083,0.9946238663504432,0.09921279203586489,1.6236483298119544,11.739733188615162,0.0,0.0,159,326,High
KANO_W066,Dala,Adakawa,19510.984001159668,4,0.847807714726174,0.8448232423684341,0.8365752207050969,0.9007690859023204,289.91597950505434,0.0,0.0,223,262,Moderate
KANO_W067,Dala,Bakin Ruwa,20582.47504425049,3,0.7857656939720015,0.8036915074019362,0.767198521488758,0.8365752207050969,276.565144777047,0.0,0.0,275,210,Moderate
KANO_W068,Dala,Dala,13835.651345729828,4,0.8350680741530817,0.7954829007840123,0.7452741399323336,0.8505950854859842,287.58254336203265,0.0,0.0,236,249,Moderate
KANO_W069,Dala,Dogon Nama,17537.00440311432,5,0.7689137857504337,0.767198521488758,0.7452741399323336,0.8036915074019362,271.27855375752466,0.0,0.0,294,191,Low
KANO_W070,Dala,Gobirawa,202097.43734645844,14,0.7465080047057516,0.7867523985434388,0.540335049296329,0.8648588254448853,231.88960853531364,0.0,0.0,313,172,Low
KANO_W071,Dala,Gwammaja,45086.135810136795,8,0.821322132534655,0.8044760926050043,0.5868187405850099,0.9007690859023204,281.26205415027977,0.0,0.0,248,237,Moderate
KANO_W072,Dala,Kabuwaya,7177.064601182938,2,0.843096515656941,0.8024928331744559,0.7543905808629275,0.8505950854859842,287.28523064605633,0.0,0.0,229,256,Moderate
KANO_W073,Dala,Kantudu,7311.206146240234,2,0.8395862735178978,0.8435851530955405,0.8365752207050969,0.8505950854859842,288.2147704603332,0.0,0.0,233,252,Moderate
KANO_W074,Dala,Kofar Mazugal,15307.040576696396,3,0.8880701196972737,0.8505950854859842,0.8306554732503558,0.9007690859023204,295.67039770554715,0.0,0.0,200,285,Moderate
KANO_W075,Dala,Kofar Ruwa,135677.9864835739,11,0.7480218534356032,0.7543905808629275,0.5868187405850099,0.8648588254448853,254.10845995624615,0.0,0.0,311,174,Low
KANO_W076,Dala,Madigawa,21879.958984375,3,0.7806435268225624,0.8036915074019362,0.7452741399323336,0.8365752207050969,274.81547600782733,0.0,0.0,284,201,Moderate
KANO_W077,Dala,Yalwa,10913.062141895292,2,0.7465705506611633,0.7562363307105457,0.7452741399323336,0.767198521488758,266.2956550280548,0.0,0.0,312,173,Low
KANO_W078,Dambatta,Ajumawa,55442.741149902344,56,0.7952880459026873,0.6564524465202293,0.3409720187110835,1.2805511275644024,16.239351413041415,0.0,0.0,269,216,Moderate
KANO_W079,Dambatta,Danbatta East,92805.13618087769,29,1.005015326963509,0.9201707612151963,0.4149737288794871,1.1680561215945724,26.680354798739213,0.0,0.0,155,330,High
KANO_W080,Dambatta,Danbatta West,82826.8969039917,43,1.0021824857676698,1.0121198924333803,0.4180100893349125,1.2337694456382138,26.01906812098569,0.0,0.0,157,328,High
KANO_W081,Dambatta,Fagwalawa,45192.51347398758,81,0.8847900782248346,0.7556316122184217,0.16422505814129268,1.5427267204364499,8.044952858592524,0.0,0.0,203,282,Moderate
KANO_W082,Dambatta,Goron Maje,28022.33770275116,70,1.0281047817899238,1.0237094734598389,0.0,1.60508685939212,3.452101799835714,2751.0862402915955,9.81747586326997,144,341,High
KANO_W083,Dambatta,Gwanda,31257.3174264431,72,0.9305069024946075,0.9218951332412229,0.20154825678442437,1.491096234878979,4.8021941077782975,0.0,0.0,183,302,High
KANO_W084,Dambatta,Gwarabjawa,73836.61919975281,118,0.7258577073534088,0.7252651349132262,0.1266818604655148,1.5012188207492632,8.482899518110475,0.0,0.0,327,158,Low
KANO_W085,Dambatta,Kore,34694.26978778839,69,1.1686304681232378,1.2010443493631806,0.0,2.0802369773971052,6.4803658476744,208.37273406982425,0.6005969727691655,96,389,Very High
KANO_W086,Dambatta,Saidawa,56500.86523294449,87,0.8814395520260849,0.6610129722432556,0.0,1.6665351526071381,8.99545467283966,457.51682233810425,0.809751886899133,206,279,Moderate
KANO_W087,Dambatta,San San,23166.29583621025,64,1.1819368780158455,0.9380664274550805,0.1810579765491613,1.8279661763097146,5.336475632005566,0.0,0.0,94,391,Very High
KANO_W088,Dawakin Kudu,Dabar Kwari,34017.96837592125,42,0.6328429780036152,0.632910375219632,0.0882196857226214,1.40142224236696,8.004629783435105,0.0,0.0,392,93,Very Low
KANO_W089,Dawakin Kudu,Danbagina,41607.82873606682,43,0.6261662979950804,0.5364979899387741,0.20820084488176535,0.9189699817491813,15.184608956323414,0.0,0.0,395,90,Very Low
KANO_W090,Dawakin Kudu,Dawaki,73490.75660037994,27,0.32454425151335137,0.3002023829277123,0.18915508775559156,0.4830008212182133,10.610015157776598,0.0,0.0,479,6,Very Low
KANO_W091,Dawakin Kudu,Dawakiji,63758.0076212883,50,0.3361807089116359,0.32669061161191926,0.0438120562331944,0.7203913478942884,11.248928596399672,0.0,0.0,476,9,Very Low
KANO_W092,Dawakin Kudu,Dosan,29937.709733963013,31,0.4545882129700336,0.471775486681474,0.23668263002883774,0.6124441288923098,5.482291960750489,0.0,0.0,455,30,Very Low
KANO_W093,Dawakin Kudu,Gano,45035.87121248245,36,0.6923686419508399,0.4110018220792569,0.0438120562331944,0.9002439200347078,13.550983255264788,0.0,0.0,354,131,Low
KANO_W094,Dawakin Kudu,Gurjiya,29122.107536792755,32,0.4516970503743583,0.35663977268890945,0.14908598976292112,0.6788719724176289,60.11680208828931,0.0,0.0,458,27,Very Low
KANO_W095,Dawakin Kudu,Jido,28748.975908994675,16,0.5426344056751963,0.4831304396370881,0.31726129633080125,0.7000953668482655,79.26356043094165,0.0,0.0,429,56,Very Low
KANO_W096,Dawakin Kudu,Tanburawa,59871.07987475395,33,0.4984906441655725,0.4178997313966781,0.20670913367060037,0.7028575224098474,44.728374887420195,0.0,0.0,446,39,Very Low
KANO_W097,Dawakin Kudu,Tsakuwa,60278.01387953758,44,0.42324394452517355,0.3505680974998993,0.0,0.6461924935570021,7.235947672518815,2036.9534027576447,3.3792642983035046,465,20,Very Low
KANO_W098,Dawakin Kudu,Unguwar Duniya,13425.575059175491,18,0.3216445716688554,0.2953024610577402,0.14882476524373345,0.5230762304916797,27.834900535488497,0.0,0.0,480,5,Very Low
KANO_W099,Dawakin Kudu,Yan Barau,14766.157083034515,37,0.26613632932456344,0.2706448182741284,0.14882476524373345,0.5015337555658785,10.055030445265428,0.0,0.0,483,2,Very Low
KANO_W100,Dawakin Kudu,Yankatsari,17537.378254890442,12,0.40272531104829196,0.3652924821120494,0.20086223919833404,0.5388695690405007,40.771410473872606,0.0,0.0,469,16,Very Low
KANO_W101,Dawakin Kudu,Yargaya,32991.90990900993,29,0.4567797930872427,0.3636705646535234,0.0,0.7665404261760415,24.934139000760783,241.0737886428833,0.7307057678920468,454,31,Very Low
KANO_W102,Dawakin Kudu,Zogarawa,14024.368523597717,20,0.4028808845273387,0.3717711653202966,0.13743331569595765,0.5737221000707625,21.311177446087047,0.0,0.0,468,17,Very Low
KANO_W103,Dawakin Tofa,Danguguwa,36233.21717572212,42,1.0519157685236855,0.9114413278125171,0.3906096360234662,2.138348255114226,37.338679810140036,0.0,0.0,131,354,High
KANO_W104,Dawakin Tofa,Dawaki East,27149.51277589798,24,2.3064689895523176,2.152846814043297,0.9149298649076187,2.5014895347282406,41.45634121834593,0.0,0.0,5,480,Very High
KANO_W105,Dawakin Tofa,Dawaki West,22233.994185447693,12,2.364769273300434,2.179655138942245,1.08666723347467,2.5049834919525753,42.78809517828485,0.0,0.0,3,482,Very High
KANO_W106,Dawakin Tofa,Dawanau,98071.73553156853,42,1.2847254352622366,1.15399602477649,0.46093039014137327,1.9325277084482055,87.02878278345737,0.0,0.0,75,410,Very High
KANO_W107,Dawakin Tofa,Ganduje,23467.54290318489,39,1.4789937315801198,1.3592325461569974,0.6341806171729096,2.346668817947467,16.092358421217124,0.0,0.0,36,449,Very High
KANO_W108,Dawakin Tofa,Gargari,43409.82552909851,47,1.7263654247173001,1.6694939441519314,1.1118760958563605,2.9871898134159593,22.43262271460057,0.0,0.0,17,468,Very High
KANO_W109,Dawakin Tofa,Jalli,40162.44495844841,45,1.2662104748377823,1.1404758354617701,0.32900685494792564,1.7050836905535418,33.34770224948417,0.0,0.0,77,408,Very High
KANO_W110,Dawakin Tofa,Kwa,28900.380245685577,43,1.241588230184381,1.1118760958563605,0.34005112161087164,2.01421998099753,16.632143538870718,0.0,0.0,84,401,Very High
KANO_W111,Dawakin Tofa,Marke,48419.74295783043,57,1.354687642773125,1.2881025706418914,0.12561567360041426,2.4866376884740022,18.979595712514776,0.0,0.0,51,434,Very High
KANO_W112,Dawakin Tofa,Tattarawa,29552.525358438492,55,0.9145029510059401,0.9673618200528311,0.4839472943469361,1.468929740547562,10.250496621773102,0.0,0.0,192,293,High
KANO_W113,Dawakin Tofa,Tumfafi,75784.21090984344,52,1.0252272358888124,0.5772083884815893,0.21353816890210373,1.5712960559584987,70.72956587519536,0.0,0.0,147,338,High
KANO_W114,Doguwa,Dadin Kowa,34138.73034656048,69,1.580259909853623,1.1951617932751681,0.245320516583559,2.957743909668276,7.248015462031195,0.0,0.0,29,456,Very High
KANO_W115,Doguwa,Dariyar Shere,15075.104060411453,83,2.124975863493167,2.098269227414681,0.0,3.7835899457250437,5.248116321989189,1940.4908654689789,12.872155692542636,8,477,Very High
KANO_W116,Doguwa,Dogon Kawo,22825.217678785324,49,0.8042525227308776,0.6173239135838438,0.12400776404689914,1.1854925959996367,5.700313089068291,0.0,0.0,260,225,Moderate
KANO_W117,Doguwa,Doguwa,26254.71422982216,27,1.042390650867556,1.1754732992615013,0.1585186852378816,2.3493457738070975,6.392432557770655,0.0,0.0,137,348,High
KANO_W118,Doguwa,Falgore,37270.93701219559,46,0.8000143892777202,0.715813992038608,0.3096486636673105,0.8153369139475669,5.865988835228809,0.0,0.0,265,220,Moderate
KANO_W119,Doguwa,Maraku,19388.52417564392,76,2.3302156523002724,1.9090586159924738,0.0,4.007327843407155,5.736231668617108,212.7555854320526,1.097327385543447,4,481,Very High
KANO_W120,Doguwa,Riruwai,21745.184274196625,89,1.2447964991623781,0.8138044175930966,0.0,2.098269227414681,2.768622213588129,355.1916115283966,1.633426541939568,82,403,Very High
KANO_W121,Doguwa,Tagwaye,19780.243477344513,61,1.521401180724583,1.3190418859336663,0.0,2.760801186425809,6.54929883098152,85.98271226882935,0.43468985792470377,33,452,Very High
KANO_W122,Doguwa,Unguwar Natsohuwa,14245.234813451767,66,1.0135045876296909,1.0387345683666065,0.0,1.9171580117248601,3.6931627054741325,1655.900626897812,11.624242412165406,153,332,High
KANO_W123,Doguwa,Zainabi,24553.090492010117,112,1.6244719321845618,1.559924661948008,0.0,3.1273746072466433,3.446928467617257,694.6968660354614,2.8293662920418288,24,461,Very High
KANO_W124,Fagge,Fagge A,21010.16823577881,7,0.859496176214369,0.8580972396144356,0.8004737595479902,0.9148781089385281,294.0514801072823,0.0,0.0,213,272,Moderate
KANO_W125,Fagge,Fagge B,4685.191780090332,2,0.8590146443240101,0.8730576228882744,0.8580972396144356,0.8880180061621131,294.1533056828796,0.0,0.0,214,271,Moderate
KANO_W126,Fagge,Fagge C,10101.682329177856,4,0.8807921629455486,0.8730576228882744,0.8306554732503558,0.9148781089385281,297.5640661873244,0.0,0.0,207,278,Moderate
KANO_W127,Fagge,Fagge D1,4411.782623291016,1,0.8580972396144356,0.8580972396144356,0.8580972396144356,0.8580972396144356,294.0,0.0,0.0,216,269,Moderate
KANO_W128,Fagge,Fagge D2,21891.856940746307,7,0.8129369595281581,0.8203110923684532,0.6022150090468169,0.9007690859023204,278.50919775049715,0.0,0.0,254,231,Moderate
KANO_W129,Fagge,Kwachiri,166962.76798653603,33,0.6840135437046407,0.6749516416287903,0.20851516242410562,0.8648588254448853,211.27241972552446,0.0,0.0,362,123,Low
KANO_W130,Fagge,Rijiyar Lemo,38690.50396347046,6,0.8127794041140658,0.8262693328045231,0.6749516416287903,0.8626483626238932,237.3893515763956,0.0,0.0,255,230,Moderate
KANO_W131,Fagge,Sabon Gari East,43938.46072053909,15,0.7664880696316698,0.7978429145911559,0.4945074434242457,0.9148781089385281,242.43605754459742,0.0,0.0,295,190,Low
KANO_W132,Fagge,Sabon Gari West,25856.611166000366,6,0.8329483702870405,0.8201135088705993,0.6022150090468169,0.897854823801133,282.6024790503192,0.0,0.0,239,246,Moderate
KANO_W133,Fagge,Yammata,51146.591917037964,6,0.756317365330971,0.7899320909514941,0.6749516416287903,1.1409248280887196,195.21774498865204,0.0,0.0,303,182,Low
KANO_W134,Gabasawa,Gabasawa,52927.088691949844,48,0.8333101670251656,0.8755330893051173,0.06854111888718102,1.0985202830199619,12.149198399126893,0.0,0.0,237,248,Moderate
KANO_W135,Gabasawa,Garun Danga,43471.14401483536,62,0.9876398993514003,0.838948816473184,0.30583905884001955,1.5017711521971027,9.460919383343432,0.0,0.0,165,320,High
KANO_W136,Gabasawa,Joda,28405.73940372467,50,0.4575326914918785,0.5525215580361563,0.0,0.7447783894699251,4.460966337329157,1057.1362693309784,3.7215587114495694,453,32,Very Low
KANO_W137,Gabasawa,Karmami,33564.32561326027,36,0.6366450903286391,0.5558683332539023,0.06854111888718102,1.0729350022108215,12.462920461268158,0.0,0.0,387,98,Low
KANO_W138,Gabasawa,Mekiya,47392.77117872238,60,0.6953736162302181,0.5191724839462604,0.262275304453601,1.2418490611887203,6.9369978011573386,0.0,0.0,352,133,Low
KANO_W139,Gabasawa,Tarauni,16585.90804719925,39,0.6116832446562622,0.6593628695511627,0.262275304453601,0.980936288189734,9.77576244628501,0.0,0.0,401,84,Very Low
KANO_W140,Gabasawa,Yautar Arewa,24548.45909166336,49,0.6828781909662445,0.7049366731065135,0.1061858440659543,1.3560142124603478,5.617165779901258,0.0,0.0,363,122,Low
KANO_W141,Gabasawa,Yautar Kudu,43056.72741103172,74,0.692185760273638,0.5791366982441819,0.06854111888718102,1.1959578495447079,12.109447899622035,0.0,0.0,355,130,Low
KANO_W142,Gabasawa,Yumbu,21010.183431625366,40,0.6106521348757382,0.39875262533716793,0.1061858440659543,1.3560142124603478,4.4468423868549545,0.0,0.0,402,83,Very Low
KANO_W143,Gabasawa,Zakirai,33067.387877225876,14,0.8719301396128271,0.8946924308385289,0.3719040381737682,1.0729350022108215,13.341393177425559,0.0,0.0,211,274,Moderate
KANO_W144,Gabasawa,Zugachi,34554.24743318558,27,0.6673866018657885,0.5339704144194605,0.1288392595203522,0.9484203162527534,9.976935286276763,0.0,0.0,375,110,Low
KANO_W145,Garko,Dal,25683.29281592369,37,1.0220378576837996,0.7162852136155184,0.16938395088035518,1.262855924841877,7.905359507976986,0.0,0.0,151,334,High
KANO_W146,Garko,Garin Ali,28029.41776585579,41,0.39663813567312595,0.33556741143975105,0.1405977978628732,1.0888551318987036,4.005484655435843,0.0,0.0,471,14,Very Low
KANO_W147,Garko,Garko,61503.04936790466,35,0.9268147608992169,1.4658367333418825,0.6398764570458105,2.103922285196318,13.061241345059257,0.0,0.0,187,298,High
KANO_W148,Garko,Gurjiya,31266.79181075096,49,0.7739829833232572,0.7898451118229969,0.043855075182822494,2.103922285196318,10.266780406005426,0.0,0.0,288,197,Moderate
KANO_W149,Garko,Kafin Malamai,35540.994270563126,52,0.7956480524912589,0.6412891768321134,0.12925619808794375,1.5139559755127057,15.425973364402418,0.0,0.0,268,217,Moderate
KANO_W150,Garko,Katumari,21477.0840280056,31,0.703926260101024,0.6177486678583569,0.17521188466641818,1.1470137729002634,10.793642490714337,0.0,0.0,343,142,Low
KANO_W151,Garko,Kwas,26535.08460044861,65,0.8920494705517663,0.8680995807418889,0.1405977978628732,1.6797983985453402,5.565223716058875,0.0,0.0,199,286,Moderate
KANO_W152,Garko,Raba,32359.28558063507,57,0.570247163499674,0.4462902160469155,0.26865432699689074,1.4182345835085537,7.210465126471317,0.0,0.0,418,67,Very Low
KANO_W153,Garko,Sarina,34067.781299591064,46,0.7426631778106914,0.8191834345342759,0.15194385408542,2.103922285196318,11.770073729889626,0.0,0.0,316,169,Low
KANO_W154,Garko,Zakarawa,44037.64643788338,85,0.6912870197248913,0.5695579520569614,0.0,2.103922285196318,6.100853903670711,2194.6642248630524,4.983609257953197,356,129,Low
KANO_W155,Garum Mallam,Chiromawa,39495.024658203125,14,1.6711796493653424,1.5763856435472292,0.0,1.8001015257076012,26.21845044381608,112.05966186523438,0.28373108469995484,23,462,Very High
KANO_W156,Garum Mallam,Dakasoye,27249.177635908127,21,1.2985435723063772,1.0831750004827372,0.6124967056884861,2.1384775570415364,26.588187999519878,0.0,0.0,71,414,Very High
KANO_W157,Garum Mallam,Dorawar Sallau,16789.279750347137,7,1.8197212440245136,1.6083266820213349,1.4952689651813043,1.9242300807519614,33.373062149872155,0.0,0.0,16,469,Very High
KANO_W158,Garum Mallam,Fankurun,9915.744256734848,23,1.2426572293145166,1.1850548120568383,0.5268883256265281,1.741426455236175,18.611846122036745,0.0,0.0,83,402,Very High
KANO_W159,Garum Mallam,Garun Babba,22145.97734260559,34,1.0269101703812726,1.0396913214617873,0.0,1.380448122438629,14.036157109664432,291.3103313446045,1.3154096874476904,146,339,High
KANO_W160,Garum Mallam,Garun Malam,28762.40452694893,11,1.343453112901799,1.1850548120568383,0.8316420792010326,1.3814046607676491,20.34002539084539,0.0,0.0,56,429,Very High
KANO_W161,Garum Mallam,Jobawa,16439.13120532036,20,0.675003180497032,0.7250161867369217,0.3059293036860287,1.3485476263884075,7.300786703251255,0.0,0.0,370,115,Low
KANO_W162,Garum Mallam,Kadawa,20430.679079532623,35,0.9074256227395238,0.7382502903915342,0.348532087436306,1.9242300807519614,16.171296273531755,0.0,0.0,196,289,Moderate
KANO_W163,Garum Mallam,Makwaro,25820.67198586464,33,1.1095665755794126,1.1565759598119003,0.5712790848276401,2.0735466996082885,14.916806222446416,0.0,0.0,112,373,High
KANO_W164,Garum Mallam,Yada Kwari,20909.921885967255,8,1.710853033775767,1.741426455236175,1.2163686560216034,2.1384775570415364,30.41214983175153,0.0,0.0,18,467,Very High
KANO_W165,Gaya,Balan,30474.14916396141,56,0.5392982567827976,0.5915532160217506,0.07698040839836305,0.9967138768115644,6.213848264487807,0.0,0.0,431,54,Very Low
KANO_W166,Gaya,Gamarya,19484.152621507645,27,0.5071472651357367,0.5257995343211009,0.19558327617691385,0.7499642184076677,7.089856139119723,0.0,0.0,443,42,Very Low
KANO_W167,Gaya,Gamoji,20930.187529325485,55,0.42849516367257784,0.3572654822202242,0.0,0.6755932275158911,1.9182056486550327,3527.621257543564,16.8542267124983,464,21,Very Low
KANO_W168,Gaya,Gaya North,84436.5729906559,87,0.6793048085298212,0.6537033285479494,0.0,0.9997193131039016,14.743219839436053,802.0461657047272,0.9498800546932251,365,120,Low
KANO_W169,Gaya,Gaya South,60222.25958275795,13,0.5941458300967192,0.5458836817296067,0.25937847968239347,0.7467483568039875,13.60454378026176,0.0,0.0,411,74,Very Low
KANO_W170,Gaya,Kademi,56489.81666302681,44,0.9289452225983144,0.8704379500047648,0.2122649952265559,1.4735201011538108,13.597095416330617,0.0,0.0,185,300,High
KANO_W171,Gaya,Kazurawa,36138.66147708893,73,0.6990385423968412,0.6324183167395742,0.07698040839836305,1.0618056384545793,7.187224314667372,0.0,0.0,348,137,Low
KANO_W172,Gaya,Maimakawa,49401.224858284,113,0.9751188758231382,0.8446085288387453,0.17221614251879613,2.131809761791,3.8963948698173976,0.0,0.0,170,315,High
KANO_W173,Gaya,Shagogo,51781.8307390213,78,0.6648379062764658,0.523668278475998,0.07698040839836305,1.0989649030555564,14.46667398736786,0.0,0.0,378,107,Low
KANO_W174,Gaya,Wudilawa,20884.108263015747,23,0.8681115941478701,0.9078040655562096,0.40959574773650237,1.3382329532347843,19.858522549956135,0.0,0.0,212,273,Moderate
KANO_W175,Gezawa,Babawa,86329.19391274452,44,0.3988317334192023,0.3185197056487835,0.09710893281507392,0.6002393856693825,91.54353897045642,0.0,0.0,470,15,Very Low
KANO_W176,Gezawa,Gawo,22370.71760725975,23,0.5996478466476541,0.617792734901084,0.2123523634555698,0.8713219894713327,13.603029811386374,0.0,0.0,406,79,Very Low
KANO_W177,Gezawa,Gezawa,42951.56576991081,25,0.8105799465791089,0.7321491012096782,0.3130986301749095,0.9490271165342768,20.365236476652882,0.0,0.0,258,227,Moderate
KANO_W178,Gezawa,Jogana,81403.46664071083,31,0.6588186085711144,0.5163592810046211,0.2679731693253748,0.8331745677275579,33.03043357141029,0.0,0.0,380,105,Low
KANO_W179,Gezawa,Ketawa,63508.14157438278,43,0.64226185900551,0.625313000755397,0.4913137166748823,0.9490271165342768,20.562685868912904,0.0,0.0,384,101,Low
KANO_W180,Gezawa,Mesar Tudu,38385.3818693161,37,0.5188099754736206,0.5242748616343323,0.23856962968388587,0.8500710537488495,13.755931314534198,0.0,0.0,437,48,Very Low
KANO_W181,Gezawa,Sararin Gezawa,26853.15255689621,13,0.7450234318346265,0.6227156855281447,0.49915256171016975,0.8686805685192039,19.890002388469668,0.0,0.0,314,171,Low
KANO_W182,Gezawa,Tsamiya Babba,128425.96181225777,55,0.4537222196620483,0.41024013811169424,0.16066320360448216,0.6747225585956003,103.34971313890685,0.0,0.0,456,29,Very Low
KANO_W183,Gezawa,Tumbau,24141.225328445435,37,0.5193728364337887,0.6015237716888351,0.1773979724831399,0.7769987028005505,6.614949725541189,0.0,0.0,435,50,Very Low
KANO_W184,Gezawa,Wangara,38648.41859912872,40,0.6222729835286409,0.5441114833820246,0.08208698045462408,1.054646776743788,15.520375627268542,0.0,0.0,397,88,Very Low
KANO_W185,Gezawa,Zango,66622.09300208092,44,0.40322550154453707,0.3865568815174181,0.23752724492233424,0.6796525771208736,16.000332200354396,0.0,0.0,467,18,Very Low
KANO_W186,Gwale,Dandago,11300.713973999023,4,0.793434304548492,0.795517608776205,0.767198521488758,0.8232118480919984,280.1973439594084,0.0,0.0,271,214,Moderate
KANO_W187,Gwale,Diso,11166.22183227539,3,0.8500720144999264,0.8140589953540275,0.787343710150474,0.8610440359087459,292.8547757982769,0.0,0.0,221,264,Moderate
KANO_W188,Gwale,Dorayi,364719.1042802334,34,0.6364269313295727,0.639166485341903,0.5000623310575752,0.8729903142631521,205.19697018537954,0.0,0.0,388,97,Very Low
KANO_W189,Gwale,Galadanchi,22005.9769744873,2,0.8003360692349254,0.8241938730296099,0.787343710150474,0.8610440359087459,281.82058109258617,0.0,0.0,264,221,Moderate
KANO_W190,Gwale,Goron Dutse,16381.674552679062,4,0.7642598907639895,0.7515477158960613,0.728202278283518,0.7932988808784499,259.8581059097941,0.0,0.0,298,187,Low
KANO_W191,Gwale,Gwale,14429.323318004608,3,0.7836509021222196,0.787343710150474,0.759594491399941,0.8232118480919984,278.0229387934162,0.0,0.0,279,206,Moderate
KANO_W192,Gwale,Gyaranya,13923.644790649414,2,0.8012162424363175,0.7854450144453471,0.767198521488758,0.8036915074019362,282.1860578452503,0.0,0.0,262,223,Moderate
KANO_W193,Gwale,Kabuga,122864.51647615433,20,0.6282724298351448,0.6576479968430236,0.4181841778898071,0.8729903142631521,215.12938418313865,0.0,0.0,394,91,Very Low
KANO_W194,Gwale,Mandawari,18334.27052307129,2,0.8016492154765067,0.795517608776205,0.787343710150474,0.8036915074019362,282.50028939213894,0.0,0.0,261,224,Moderate
KANO_W195,Gwale,Sani Mai Nagge,42695.18185162544,8,0.8070929882247989,0.7908890391730428,0.759594491399941,0.8232118480919984,277.73537394742823,0.0,0.0,259,226,Moderate
KANO_W196,Gwarzo,Getso,46848.29147553444,26,1.4930073001010002,1.0717779279490864,0.5734804456615337,2.011019352262129,24.667612444329933,0.0,0.0,35,450,Very High
KANO_W197,Gwarzo,Gwarzo,34334.948858737946,6,1.0073446983926289,0.9749578690056202,0.6798075689584281,1.349481500251858,21.020916490377246,0.0,0.0,154,331,High
