Ward_ID,LGA,Ward,Population,Routing_Cells,Weighted_2SFCA_per_10000,Median_2SFCA_per_10000,Min_2SFCA_per_10000,Max_2SFCA_per_10000,Mean_Accessible_PHC_Count,Zero_Access_Population,Zero_Access_Pct,2SFCA_Rank,Low_Access_Rank,2SFCA_Quintile
KANO_W404,Tarauni,Darmanawa,82599.93442821503,16,0.6212984059869041,0.6669657014510042,0.47132721358711893,0.8501070589352869,219.34564085244241,0.0,0.0,399,86,Very Low
KANO_W405,Tarauni,Daurawa,17272.833315849304,4,0.8117313213035277,0.7988462075435676,0.6896610000785346,0.8501070589352869,272.8347896018929,0.0,0.0,257,228,Moderate
KANO_W406,Tarauni,Gyadi Gyadi Arewa,8924.616729736328,4,0.8117589087094543,0.8158840957117394,0.7583942975590571,0.8390691401177488,278.4089796165659,0.0,0.0,256,229,Moderate
KANO_W407,Tarauni,Gyadi Gyadi Kudu,11535.66261100769,3,0.8226818082036416,0.824067726624482,0.7638631738122691,0.8501070589352869,276.7461651096397,0.0,0.0,246,239,Moderate
KANO_W408,Tarauni,Hotoro,79935.41353750229,12,0.7612951340240772,0.7640690750123229,0.6715545207319531,0.8501070589352869,240.05176652859186,0.0,0.0,299,186,Low
KANO_W409,Tarauni,Tarauni,33592.345363140106,10,0.8326393071613865,0.8295118666509937,0.7583942975590571,0.8603132492450529,281.85394929774145,0.0,0.0,241,244,Moderate
KANO_W410,Tarauni,Unguwa Uku Cikin Gari,29759.60682106018,3,0.709872434530848,0.6896610000785346,0.6598411244445894,0.7400872760114707,250.62473058766824,0.0,0.0,340,145,Low
KANO_W411,Tarauni,Unguwa Uku Kauyen Alu,73698.16828632355,10,0.6777776309423977,0.7069170175856678,0.6598411244445894,0.8272597247145312,230.46896195200762,0.0,0.0,368,117,Low
KANO_W412,Tarauni,Unguwar Gano,25287.874848127365,8,0.6714012523944867,0.6535905772979862,0.5519198362640386,0.7728738554169252,225.56495477528225,0.0,0.0,372,113,Low
KANO_W413,Tofa,Dindere,9148.623517036438,14,2.104616552284205,1.6547775857595728,0.9321228467729789,2.7699834241859,30.698163511475297,0.0,0.0,9,476,Very High
KANO_W414,Tofa,Doka,14931.323156356812,17,2.0575650683744526,1.9398373826525017,1.1601310705952148,2.7464748669428944,35.82043322512904,0.0,0.0,11,474,Very High
KANO_W415,Tofa,Gajida,9602.482651948929,20,1.611145736719582,1.617136353406909,0.9321228467729789,2.9630408917979976,24.566728594274522,0.0,0.0,25,460,Very High
KANO_W416,Tofa,Ginsawa,10344.51134634018,21,1.9149767810095735,2.0368011482744754,0.1650627969242315,2.9481302083582093,29.18611269701297,0.0,0.0,13,472,Very High
KANO_W417,Tofa,Janguza,17392.322745084763,20,0.7660962654393758,0.7746842396664335,0.345186852070853,1.0753974905394725,45.65364885681721,0.0,0.0,296,189,Low
KANO_W418,Tofa,Jauben Kudu,9522.32709479332,15,1.377014066759479,1.1601310705952148,0.7974741935785236,2.283460307363363,27.311444032145452,0.0,0.0,47,438,Very High
KANO_W419,Tofa,Kwami,5437.159482240677,10,1.4387719911883718,1.3329370795250242,0.8079872722266439,1.716069525202364,27.276800785922806,0.0,0.0,43,442,Very High
KANO_W420,Tofa,Lambu,27404.61713409424,26,1.1326243180887652,1.0435881114235344,0.345186852070853,1.5523658251112022,29.808745087980046,0.0,0.0,106,379,High
KANO_W421,Tofa,Langel,17548.471397399902,23,0.6376130115965064,0.4654364714267406,0.21447583534520623,1.0753974905394725,45.50357494500272,0.0,0.0,386,99,Low
KANO_W422,Tofa,Tofa,30974.097593307495,12,2.878132574816345,2.906863160460783,2.6266818593465033,2.9630408917979976,43.800710450207305,0.0,0.0,1,484,Very High
KANO_W423,Tofa,Unguwar Rimi,19878.798130750656,21,0.8857403267663878,0.8981744214147668,0.345186852070853,1.6031922560536704,19.509979671672493,0.0,0.0,202,283,Moderate
KANO_W424,Tofa,Wangara,14813.595254421234,32,1.1334774131464114,1.0928500378726396,0.20195188659372676,2.4233186182518045,19.633612375596776,0.0,0.0,105,380,High
KANO_W425,Tofa,Yalwa Karama,6409.275157690048,15,1.6791459286644348,1.486406590762618,0.7974741935785236,2.2315176921965096,31.8824964662684,0.0,0.0,22,463,Very High
KANO_W426,Tofa,Yanoko,18729.793099164963,25,2.3858112595863314,2.6266818593465033,1.1601310705952148,2.9251107017573745,38.91852766945478,0.0,0.0,2,483,Very High
KANO_W427,Tofa,Yarimawa,10843.612566947937,19,0.7439110474971917,0.6858683661890154,0.3147931712320666,1.1957441122332888,22.396289314653192,0.0,0.0,315,170,Low
KANO_W428,Tsanyawa,Daddarawa,15578.756290435791,56,0.7548495683311649,0.7493554529716622,0.0,1.7368570629976294,3.237665960946876,836.424309015274,5.369005672993145,305,180,Low
KANO_W429,Tsanyawa,Dunbulum,22638.363799333572,38,1.3414973104357657,1.2966113343881722,0.33102651326252597,2.8055112975700176,9.142886672241653,0.0,0.0,57,428,Very High
KANO_W430,Tsanyawa,Gozarki,17518.162175655365,42,1.300440408861148,1.0183079405026216,0.26431754880896724,2.8055112975700176,4.54611269052969,0.0,0.0,69,416,Very High
KANO_W431,Tsanyawa,Gurun,26480.685334205627,59,1.0646252334798438,1.0255155205327058,0.4936976330673529,2.0666737021484036,6.926874210611945,0.0,0.0,124,361,High
KANO_W432,Tsanyawa,Kabagiwa,34509.61428451538,76,1.043011107415215,1.0309635431886255,0.25901350467468476,2.1177518618199804,7.056050165771136,0.0,0.0,136,349,High
KANO_W433,Tsanyawa,Tatsan,25276.440741300583,68,1.1805008010782134,0.9350176603158553,0.18566220734419325,2.9999056357530907,8.63393223250749,0.0,0.0,95,390,Very High
KANO_W434,Tsanyawa,Tsanyawa,29415.22591137886,40,1.3078841166187634,1.3829299224278504,0.5161177959362785,2.1177518618199804,12.355429754655457,0.0,0.0,65,420,Very High
KANO_W435,Tsanyawa,Yanganau,21460.144567728043,71,1.0239180974777413,0.8097888150816078,0.3054508817156459,2.0588840014147762,5.207961153367104,0.0,0.0,148,337,High
KANO_W436,Tsanyawa,Yankamaye,33335.04125928879,84,1.0976970914434758,1.1804549347729543,0.44001897312129357,1.7123453435336973,8.815708925308899,0.0,0.0,117,368,High
KANO_W437,Tsanyawa,Zarogi,21105.848551273346,62,0.8783985873345286,0.8610446842156316,0.3054508817156459,1.825258760122488,7.600603942924388,0.0,0.0,208,277,Moderate
KANO_W438,Tudun Wada,Baburi,46754.18149924278,122,0.5510802047668796,0.4825109600760382,0.0,1.0840583364678618,4.364772443236716,205.55899333953855,0.43965905668323535,426,59,Very Low
KANO_W439,Tudun Wada,Burum-Burum,45528.21933889389,84,0.6974989783119162,0.6879576519750299,0.16810861113173656,1.0838067555723878,6.913392622969892,0.0,0.0,350,135,Low
KANO_W440,Tudun Wada,Dalawa,43358.391969680786,69,0.5728210692781239,0.3574356981702004,0.0,0.9401618179997187,5.509610745719482,116.3510570526123,0.26834726051181296,416,69,Very Low
KANO_W441,Tudun Wada,Jandutse,42792.77407622337,86,0.9362454613272487,0.8285350275232413,0.3529791221602301,1.3779660295593983,10.34284173795966,0.0,0.0,179,306,High
KANO_W442,Tudun Wada,Jita,26882.609112620354,61,0.9675104852585419,0.848217976466533,0.3099650449273849,1.2585242046099778,7.492035853576106,0.0,0.0,171,314,High
KANO_W443,Tudun Wada,Karefa,34298.20353937149,61,0.6252089963180516,0.5644019168607379,0.14363164595928457,1.2150581976652304,5.427906939780791,0.0,0.0,396,89,Very Low
KANO_W444,Tudun Wada,Nata-Ala,54152.15149855614,129,0.5251671495720623,0.405873083706066,0.0,1.0519082646641567,2.5650310490898667,784.3661463260651,1.4484487220179583,434,51,Very Low
KANO_W445,Tudun Wada,Sabon Gari,40104.596873283386,37,0.9961714111770402,0.9668888106037903,0.4103062281434448,1.2783614623749844,13.338831098767322,0.0,0.0,158,327,High
KANO_W446,Tudun Wada,Shuwaki,28407.319559812546,48,0.9930035350113177,1.0395526505335877,0.15852883315467184,1.2909077359487153,11.613192112283787,0.0,0.0,160,325,High
KANO_W447,Tudun Wada,Tsohon Gari,32873.72949075699,9,0.9422385868978396,0.9243693386727289,0.695620322757771,1.1230704226089778,13.104498809864618,0.0,0.0,176,309,High
KANO_W448,Tudun Wada,Yaryasa,38996.5299243927,87,1.0633431577633623,0.8243418938867463,0.0633032647097541,1.4125331107358294,10.97771113602669,0.0,0.0,125,360,High
KANO_W449,Ungogo,Bachirawa,179187.6437549591,31,0.7200027171025802,0.6073328542011028,0.38514250533071115,1.1409248280887196,173.23310619079643,0.0,0.0,337,148,Low
KANO_W450,Ungogo,Fanisau,48616.17567753792,25,0.566806838697695,0.48855557458708143,0.20686061818963652,0.7039722068693848,106.70129574381787,0.0,0.0,420,65,Very Low
KANO_W451,Ungogo,Gayawa,132173.87039351463,25,0.44167465671000944,0.32898615833653344,0.09363536414031147,0.689028307976993,120.85838275953768,0.0,0.0,462,23,Very Low
KANO_W452,Ungogo,Kadawa,102957.72483706474,17,0.8289450174031612,0.6977229552098695,0.4207654993822203,1.173516682379059,161.59436572322304,0.0,0.0,242,243,Moderate
KANO_W453,Ungogo,Karo,20618.31839132309,22,0.510518157691886,0.4893032255461638,0.20686061818963652,0.5934225150305718,39.33523502574523,0.0,0.0,441,44,Very Low
KANO_W454,Ungogo,Rangaza,108730.4357457161,27,0.4446549636448046,0.4255432545165878,0.09710893281507392,0.6394016597809025,118.97039942756412,0.0,0.0,460,25,Very Low
KANO_W455,Ungogo,Rijiyar Zaki,101369.39772629738,34,0.541064728645923,0.42199244276550146,0.21368459114202032,0.7561629651046792,161.86186028335376,0.0,0.0,430,55,Very Low
KANO_W456,Ungogo,Tudun Fulani,257579.60654568672,40,0.5659316672006652,0.48501201504471025,0.2849090433212082,0.7963506155407635,178.29705038791124,0.0,0.0,421,64,Very Low
KANO_W457,Ungogo,Ungogo,88427.56577372551,42,0.7778587936262934,0.597012880216117,0.2467487569674486,1.4375931446937154,110.2066558553544,0.0,0.0,285,200,Moderate
KANO_W458,Ungogo,Yada Kunya,61103.45094561577,25,0.36560195826922226,0.36160170544256626,0.22027024071451212,0.6280094766790074,68.34689427080424,0.0,0.0,474,11,Very Low
KANO_W459,Ungogo,Zango,188218.12147951126,12,0.48906429186272093,0.4433141113471664,0.30631552652577465,0.665487812483089,159.49457396005593,0.0,0.0,448,37,Very Low
KANO_W460,Warawa,Amarawa,6501.049716949463,13,0.7693249089786176,0.8627468535063675,0.49833301463397983,0.9371196113519789,7.7836780283010665,0.0,0.0,293,192,Low
KANO_W461,Warawa,Danlasan,9754.787987232208,25,0.6790956785508709,0.634526566140999,0.361289546255139,0.9328429654212508,8.65516405137393,0.0,0.0,366,119,Low
KANO_W462,Warawa,Garin Dau,28690.928049325943,33,0.752966520875759,0.5571882331627931,0.06656082804423645,1.0090770620818994,18.30087073558416,0.0,0.0,307,178,Low
KANO_W463,Warawa,Gogel,8027.991742134094,14,0.8189294965698833,0.6805399340701737,0.0,0.9507806064408965,8.95010196359975,385.14549350738525,4.797532258111184,250,235,Moderate
KANO_W464,Warawa,Imawa,19776.486533164978,39,0.6451768722134287,0.6955581956912193,0.0,0.8627468535063675,6.043216862721581,924.465592622757,4.6745694240098565,383,102,Low
KANO_W465,Warawa,Jemagu,10588.644458532333,17,0.6631602509331292,0.6715921105854215,0.361289546255139,0.9002439200347078,10.788741616155022,0.0,0.0,379,106,Low
KANO_W466,Warawa,Jigawa,21080.07378935814,21,0.5120496025241793,0.47589276934306435,0.1586491547443694,0.634526566140999,3.610525587629585,0.0,0.0,439,46,Very Low
KANO_W467,Warawa,Juma Galadima,36459.31873011589,31,0.5115653112418763,0.3844768668312811,0.1941768222676884,0.7748529274345881,71.63702735837276,0.0,0.0,440,45,Very Low
KANO_W468,Warawa,Katarkawa,17730.833084583282,29,0.4782795322408766,0.5750825870382322,0.0,1.103995030838681,4.179947105384921,4.296403884887695,0.024231257856819823,451,34,Very Low
KANO_W469,Warawa,Madari,25817.738194704056,48,0.5497160373299045,0.45811347131532754,0.0,0.9507806064408965,8.69651564461486,95.3390929698944,0.36927747988958665,428,57,Very Low
KANO_W470,Warawa,Tamburawar Gabas,19132.221601247787,26,0.33172304671726055,0.3658100860420786,0.0,0.45804442937928963,23.175747620930924,3.736933708190918,0.019532147317106122,477,8,Very Low
KANO_W471,Warawa,Tanagar,25289.309447050095,23,0.45278167354447063,0.4215509492703645,0.2337922610944606,0.6307600982098709,20.180097916519603,0.0,0.0,457,28,Very Low
KANO_W472,Warawa,Warawa,11058.20673918724,14,0.7330611833311296,0.7665404261760415,0.3636705646535234,0.8928860406956967,12.964379025529938,0.0,0.0,323,162,Low
KANO_W473,Warawa,Yandalla,13790.930941343307,29,0.49903015117193056,0.5364979899387741,0.06656082804423645,1.0090770620818994,9.428028865750262,0.0,0.0,445,40,Very Low
KANO_W474,Warawa,Yangizo,15375.028424263,21,0.4499952591194153,0.3003057708800767,0.0,1.103995030838681,4.450181210531778,5435.33525800705,35.35170867996357,459,26,Very Low
KANO_W475,Wudil,Achika,23672.907896518707,34,0.4373274042539841,0.5038561205682994,0.13203832410181407,0.8380670303939464,7.483875103574429,0.0,0.0,463,22,Very Low
KANO_W476,Wudil,Dagumawa,50724.91078042984,37,0.8579637155173392,0.8394676768139211,0.35532681187771037,1.0546940324330765,22.993588472941248,0.0,0.0,217,268,Moderate
KANO_W477,Wudil,Dankaza,37540.14200258255,53,0.6796605793627135,0.6174295303085175,0.12925619808794375,1.0546940324330765,16.77433581501509,0.0,0.0,364,121,Low
KANO_W478,Wudil,Darki,45803.447486400604,39,0.7032482652955532,0.7542148896011092,0.13203832410181407,1.3129864560751852,11.92453383185536,0.0,0.0,344,141,Low
KANO_W479,Wudil,Indabo,22445.839256048203,19,0.7209981273128049,0.6817470786003424,0.6328007736866947,0.7937483843173755,9.418295130295256,0.0,0.0,333,152,Low
KANO_W480,Wudil,Kausani,36516.987255096436,40,0.7584908280047908,0.7386750309106991,0.15410840285833882,1.3382329532347843,20.25179242119401,0.0,0.0,301,184,Low
KANO_W481,Wudil,Lajawa,36664.14320063591,51,0.5868258073696552,0.5879956097304703,0.28649893149890976,1.0700315811861962,11.870432473621609,0.0,0.0,413,72,Very Low
KANO_W482,Wudil,Sabon Gari,47099.37911581993,12,0.9329016474560782,0.9053968253724523,0.44727297971375674,1.0546940324330765,27.384547188975223,0.0,0.0,182,303,High
KANO_W483,Wudil,Utai,37413.025424957275,28,0.5095708700652757,0.6666000360885109,0.24726223548040213,1.2723900681736438,14.081603017016946,0.0,0.0,442,43,Very Low
KANO_W484,Wudil,Wudil,56050.54152774811,5,0.7725295277504255,0.7624918397583642,0.6239890156301251,0.910305008019177,24.16862920037601,0.0,0.0,290,195,Moderate
